id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
12812834,Urban calm by the ocean and city with a hot tub,55616824,Natalie,Esquimalt,Esquimalt,48.42494,-123.40903,Private room,,2,41,2017-09-17,0.42,1,0,0,
12826914,"Bright, private, affordable suite",8330788,Catherine,Esquimalt,Esquimalt,48.42859,-123.39911,Entire home/apt,,30,183,2024-06-07,1.86,1,0,4,
12847514,By The Salish Sea Suite,15183370,Dennis And Joan,Saanich,Saanich,48.45513,-123.26713,Entire home/apt,131,2,89,2024-03-13,0.91,1,272,9,
12853918,Stunning Ocean View Cottage - 3 Bedroom,7558385,Heidi,Juan de Fuca,Juan de Fuca,48.55404,-124.41581,Entire home/apt,392,1,130,2024-06-09,1.35,1,318,17,
12855776,'Westwind' -30's Mansion Gone Modern,3096380,Darryl,Saanich,Saanich,48.44789,-123.32345,Entire home/apt,404,2,79,2023-09-01,0.80,1,61,9,
12884771,Cadboro Bay suite,29583894,Leny,Saanich,Saanich,48.46359,-123.29739,Entire home/apt,75,30,74,2021-10-01,0.75,1,244,0,
12925681,Southey Point beach front accommodation,15028064,Dorrie,Salt Spring Island,Salt Spring Island,48.94322,-123.58883,Private room,200,2,234,2024-06-23,2.48,1,125,34,
12950843,Slice of heaven near downtown.,65966460,Deirdre,View Royal,View Royal,48.44947,-123.43661,Entire home/apt,200,14,33,2024-06-16,0.37,1,293,5,
12986692,"Salty Pear Camping Casita & Sauna, a walk to town.",398261,Annika,Salt Spring Island,Salt Spring Island,48.85532,-123.51182,Entire home/apt,176,2,310,2024-06-28,3.18,2,10,40,
13030613,Large Oak Bay Garden Retreat Bus L 00038491,2744916,Rita,Victoria,North Jubilee,48.43659210205078,-123.32998657226562,Private room,90,3,130,2024-06-18,1.32,2,151,2,38491
13078478,Seaside A-Frame,72528478,Jennifer,Juan de Fuca,Juan de Fuca,48.38173,-123.92951,Entire home/apt,390,3,138,2024-06-27,1.89,1,58,29,
13079607,Victoria - 2,58385754,Kivaan,Victoria,James Bay,48.42276,-123.38071,Entire home/apt,274,2,43,2022-08-26,0.44,2,308,0,
13097532,"1.""Islandia"" Winder Room waterfront [1of3 listings",48918413,Jon,Salt Spring Island,Salt Spring Island,48.88427,-123.57676,Private room,122,2,194,2024-06-11,2.00,3,54,19,
13153700,Gorgeous Gorge Waterway Suite,64444600,Susan,Saanich,Saanich,48.45159,-123.41134,Entire home/apt,135,3,113,2024-06-09,1.16,2,39,8,
13155530,"Realmayne BnB- A Self-Contained, Cozy Suite",73431590,Beverley,Southern Gulf Islands,Southern Gulf Islands,48.84068,-123.32032,Entire home/apt,146,2,132,2024-06-23,1.34,1,329,15,
13169424,"Oceanfront 2@Morningstone w. kayaks, Mayne Is., BC",43231342,Dorothy,Southern Gulf Islands,Southern Gulf Islands,48.84159,-123.32417,Private room,216,2,78,2023-10-02,0.80,3,184,6,
13231692,Cozy rustic home Upper Thetis,73077936,Paul,View Royal,View Royal,48.46385,-123.45385,Private room,60,7,18,2024-06-17,0.18,1,206,1,
13264457,"2.""Islandia"" Ardan Room, waterview [2of3 listings]",48918413,Jon,Salt Spring Island,Salt Spring Island,48.89132,-123.57487,Private room,118,2,177,2024-06-28,1.80,3,50,13,
13264604,"""Islandia"" 2-Room Combo Waterfront",48918413,Jon,Salt Spring Island,Salt Spring Island,48.88606,-123.57479,Private room,234,2,98,2024-05-28,1.01,3,50,11,
13276119,Character Suite In Victorian Home,1216332,Ann,Victoria,James Bay,48.41266,-123.37181,Private room,149,2,100,2023-09-18,1.02,2,337,4,38332
13285391,Gorge waterway BNB,74332692,Alana,Esquimalt,Esquimalt,48.44392,-123.40074,Private room,86,1,379,2024-06-11,3.88,2,32,74,
13369123,"Currents Cottage at Otter Bay, Pender Island",58327222,Paula,Southern Gulf Islands,Southern Gulf Islands,48.80172,-123.31183,Entire home/apt,300,2,48,2024-05-26,0.54,1,51,3,
13374069,Aerie Sunrise House. Close to Ganges. Harbour View,75957659,Susan,Salt Spring Island,Salt Spring Island,48.84392,-123.50188,Entire home/apt,321,3,60,2024-04-25,0.62,1,329,6,
13418530,"Douglas Beach house ""Ocean view balcony room""1/3",36836446,Shannon,Salt Spring Island,Salt Spring Island,48.8438,-123.49222,Private room,211,3,130,2024-05-21,1.34,3,354,12,
13481151,beautiful view and quiet （big),69262852,Ling,Saanich,Saanich,48.48172,-123.33498,Private room,100,1,20,2024-06-15,0.21,4,69,2,
13489095,The Pearl,52704495,John,Victoria,Downtown,48.42832,-123.36768,Entire home/apt,71,90,119,2024-02-24,1.44,1,95,17,
13496179,3 brs apartment in a house near DT and Uvic,53978797,Ping,Saanich,Saanich,48.45555,-123.35897,Entire home/apt,207,30,84,2023-08-21,0.86,1,90,4,
13507247,"Luxury Resort Home, wifi, pets, Sleeps 12",43597513,Doug,Langford,Langford,48.4757,-123.52583,Entire home/apt,671,30,62,2023-09-10,0.64,1,299,3,
13550701,Garden Retreat/ Full Kitchen / King Bed   00036281,78021824,Dianne,Victoria,James Bay,48.42051,-123.37856,Entire home/apt,270,1,470,2024-06-22,4.82,1,100,48,36280
13564269,Port Renfrew Wilderness lodge,31036778,Russell,Juan de Fuca,Juan de Fuca,48.55226,-124.41827,Entire home/apt,400,2,154,2024-03-21,1.59,1,302,10,
13574378,Picturesque and unique cob home on organic farm,52979314,Shanti And Don,Southern Gulf Islands,Southern Gulf Islands,48.85689,-123.27993,Entire home/apt,165,2,412,2024-06-26,4.28,1,214,51,
13624021,Cheerful 3-Bedroom Home with hot tub,66119840,Nav,North Saanich,North Saanich,48.63248,-123.41495,Entire home/apt,454,1,44,2023-08-30,1.76,1,53,17,
13638441,Top Floor Ocean View Suite,66142055,Tony&Jade,Juan de Fuca,Juan de Fuca,48.40584,-123.3553,Entire home/apt,105,90,172,2024-03-30,1.77,2,256,2,
13642243,An entire Fairfield Tudor home all to yourself!,55553836,Michael,Victoria,Fairfield,48.40926,-123.3523,Entire home/apt,450,3,4,2019-08-05,0.04,1,40,0,36106
13676222,15 acres of private forest & 18 holes of disc golf,63566589,Laura,Southern Gulf Islands,Southern Gulf Islands,48.83463,-123.24876,Entire home/apt,190,2,307,2024-06-24,3.16,1,286,35,
13676937,Beautiful and modern heritage home in the city,10895844,Chris,Victoria,James Bay,48.41571,-123.36968,Entire home/apt,200,30,30,2023-12-16,0.31,1,271,1,
13686697,2BdmCondo Victoria WorldMark Resort#4,19139775,Lorie,Victoria,James Bay,48.42126,-123.38151,Entire home/apt,440,1,23,2022-07-31,0.24,7,355,0,
13688451,Quirky Carriage House near Fernwood & Oak Bay Ave,14017895,Kate,Victoria,North Jubilee,48.42965,-123.33335,Entire home/apt,,31,109,2024-06-14,1.13,1,0,3,
13696281,Willowpond cottage~ tranquil horse farm by the sea,34368382,Moontide,Salt Spring Island,Salt Spring Island,48.8617,-123.53363,Entire home/apt,128,2,357,2024-06-12,3.66,2,124,5,
13699673,The Sea House,1738038,Niki,Salt Spring Island,Salt Spring Island,48.76967,-123.44814,Entire home/apt,140,2,233,2024-06-24,2.42,1,303,24,
13726870,Quails Run Retreat,64250983,Rich,Langford,Langford,48.472553,-123.518913,Entire home/apt,225,3,32,2024-06-28,0.33,1,311,6,
13727725,Fairfield mid century home,48989752,Fraser,Victoria,Rockland,48.41757,-123.33405,Entire home/apt,,2,14,2023-08-27,0.14,1,0,4,
13734850,West Bay Vacation Suite & Garden,80269306,Gillian,Esquimalt,Esquimalt,48.42843,-123.40513,Entire home/apt,133,2,133,2024-06-23,1.38,1,167,18,
13752769,Cozy Ross Bay Cottage near beach and Downtown,80591045,Chris,Victoria,Fairfield,48.41046,-123.3458,Entire home/apt,140,30,167,2024-06-11,1.72,1,91,3,
13755104,beautiful view and quiet （small 2),69262852,Ling,Saanich,Saanich,48.48188,-123.33515,Private room,60,2,23,2022-09-01,0.24,4,149,0,
13789121,Bright Family Friendly Home,80078258,Katie & Andy,Saanich,Saanich,48.47431,-123.31519,Entire home/apt,,2,25,2022-07-24,0.26,1,0,0,
13796847,Idyllic Home in Posh Oak Bay,81103257,George,Oak Bay,Oak Bay,48.43377,-123.31294,Entire home/apt,125,4,179,2024-06-09,1.84,3,201,28,
13809386,2bdmCondo Victoria WorldMark Resort#5,19139775,Lorie,Victoria,James Bay,48.42265,-123.38076,Entire home/apt,454,1,47,2024-06-14,0.49,7,323,4,
13812083,The Whale's Tale,74237765,Carol And Dan,Juan de Fuca,Juan de Fuca,48.55747,-124.40597,Entire home/apt,250,2,135,2024-06-16,1.40,1,195,12,
13822978,Fabulous location downtown Near the Empress!,9176808,Victoria Executive Rental,Victoria,Fairfield,48.41992,-123.36325,Entire home/apt,184,30,7,2022-06-17,0.07,16,357,0,
13831338,Ocean View Dallas Suite,66142055,Tony&Jade,Victoria,Fairfield,48.40752,-123.35448,Entire home/apt,149,90,110,2024-05-31,1.14,2,142,3,
13844072,The Chocolate Factory,21506787,Wendy,Salt Spring Island,Salt Spring Island,48.88811,-123.50184,Entire home/apt,133,2,83,2024-06-23,0.86,1,183,14,
13844654,Arbutus Cove Waterfront Cottage B&B,71109689,Kathy,Sooke,Sooke,48.38939,-123.63425,Entire home/apt,300,2,132,2024-05-23,1.44,3,235,22,
13845755,Arbutus Cove Waterfront Guesthouse B&B,71109689,Kathy,Sooke,Sooke,48.39004,-123.63337,Private room,,1,57,2023-06-02,0.59,3,179,0,
13847049,Dockside Waterfront Cottage,71109689,Kathy,Sooke,Sooke,48.38946,-123.63486,Entire home/apt,325,2,140,2024-06-24,1.60,3,228,22,
13867116,East Sooke Hillside Retreat,13947030,Mary And Dan,Juan de Fuca,Juan de Fuca,48.34096,-123.63796,Entire home/apt,360,4,146,2024-06-15,1.52,1,47,13,
13882275,The Cozy Cottage,80569012,Amy,Saanich,Saanich,48.50917,-123.36771,Entire home/apt,85,2,145,2024-06-10,1.50,1,41,20,
13914656,Serendipity,29017868,Deborra,Southern Gulf Islands,Southern Gulf Islands,48.87936,-123.31604,Entire home/apt,225,3,73,2024-06-09,0.76,1,302,8,
13915588,"Douglas Beach house  ""Ocean harbour view room"" 1/3",36836446,Shannon,Salt Spring Island,Salt Spring Island,48.84248,-123.49217,Private room,200,3,97,2023-09-06,1.00,3,175,10,
13929339,Perfect Meadow Cabin,4822704,J+A,Southern Gulf Islands,Southern Gulf Islands,48.81131,-123.31034,Entire home/apt,139,2,329,2024-06-23,3.41,1,43,54,
14008822,"Peaceful and Serene, swim, walk, hike or read",947377,Kelly,North Saanich,North Saanich,48.68675,-123.4034,Private room,89,1,103,2022-03-21,1.07,3,326,0,
14051566,Oceanfront Home in the pristine Gulf Islands,84274436,Richard,Southern Gulf Islands,Southern Gulf Islands,48.7489,-123.18691,Entire home/apt,175,7,14,2023-09-22,0.17,1,304,1,
14138035,"Beautiful, Sunny, Charming Apartment",10737560,Andrea,Victoria,Fernwood,48.42925,-123.35053,Entire home/apt,109,30,17,2024-04-15,0.18,2,308,2,
14169646,Cadboro Bay Coastal Cottage- Steps to UVIC,85764478,Cindy,Saanich,Saanich,48.46625378024038,-123.3005016669631,Entire home/apt,375,2,97,2024-06-26,4.12,1,275,47,
14223226,The Barking Dog,41511926,Nik,Esquimalt,Esquimalt,48.42364,-123.41303,Entire home/apt,129,2,342,2024-06-23,3.55,1,186,60,
14223365,Executive suite now accepting 31 day+  bookings!,74491217,Roland & Maria,Sidney,Sidney,48.64728,-123.3981,Entire home/apt,150,31,22,2024-04-17,0.23,1,354,1,
14350374,Willow Tree Airbnb,36890064,Elaine And Les,Sooke,Sooke,48.37265,-123.72974,Entire home/apt,150,3,118,2023-09-18,1.23,1,233,10,
14376348,COZY private room/suite 00036280,88239666,Dianne,Victoria,James Bay,48.42115,-123.37835,Entire home/apt,193,1,757,2024-06-28,7.88,3,36,108,36280
14489972,"Bright, Family Friendly, Stylish Character Home",20090459,Julia,Saanich,Saanich,48.48174,-123.41308,Entire home/apt,,7,21,2019-09-02,0.23,1,0,0,
14504406,#20     Newly-remodeled condo on Hillside Avenue,3827344,Jose,Victoria,Oaklands,48.44397,-123.34023,Entire home/apt,250,28,12,2024-03-29,0.14,7,318,1,
14571691,Waterfront 2 BR suite near Victoria,28105168,Amarjit,Central Saanich,Central Saanich,48.60598,-123.39363,Entire home/apt,315,2,84,2024-06-26,1.15,1,159,24,
14587928,Dragonflies,90310108,Allen,Metchosin,Metchosin,48.34926,-123.54538,Entire home/apt,101,3,118,2024-06-24,1.24,1,34,19,1670
14604644,1bdr condo downtown Victoria  - The Era,23299370,Laura,Victoria,Downtown,48.4262,-123.36296,Entire home/apt,300,90,41,2024-04-30,0.47,3,59,8,35071
14631806,Bright 2 Bed 2 Bath with Spa-like Ensuite & HotTub,67405606,Katrina,Central Saanich,Central Saanich,48.58548,-123.39694,Entire home/apt,206,2,16,2023-12-29,0.58,1,15,3,
14634799,Paradise Found!,76478951,Richard,Victoria,Gonzales,48.41815,-123.32978,Entire home/apt,175,28,2,2019-01-13,0.03,1,271,0,
14638694,beautiful and quiet (small 1),69262852,Ling,Saanich,Saanich,48.4836,-123.33504,Private room,42,2,27,2023-02-13,0.30,4,16,0,
14743539,Character home,91860143,Martin,Victoria,Fairfield,48.40762,-123.35628,Entire home/apt,200,30,79,2021-09-02,0.84,1,235,0,
14788387,Elysium Retreat - Your Own Waterfront Property,92345815,Derek,Juan de Fuca,Juan de Fuca,48.37327,-123.63533,Entire home/apt,175,2,188,2024-06-11,2.16,1,0,16,
14789140,"Ocean Front Beach & Dock, 1 Br + Murphy - Victoria",92157994,Sarah,Central Saanich,Central Saanich,48.57585,-123.46526,Entire home/apt,210,2,192,2024-06-16,2.06,2,192,28,
14807938,Family Friendly Suite In Cordova Bay,48439865,Vashti,Saanich,Saanich,48.52911,-123.37514,Entire home/apt,,2,319,2024-06-08,3.39,1,0,28,
14819187,Beautiful ground floor suite by Uptown Victoria,91681554,Beca,Saanich,Saanich,48.45089,-123.38227,Entire home/apt,250,1,72,2024-06-23,0.76,1,335,13,
14823969,Lilypad Studio,92687141,Liz,Langford,Langford,48.45427,-123.5434,Private room,85,1,78,2024-06-23,0.82,1,113,25,
14844413,"2 BDR Suite, Oceanfront Beach/Dock 15 min Victoria",92157994,Sarah,Central Saanich,Central Saanich,48.57577,-123.46559,Entire home/apt,127,2,218,2024-06-19,2.34,2,173,35,
14871976,Victorian Suite - Near University of Victoria,57689777,Kaori,Saanich,Saanich,48.46595,-123.3402,Entire home/apt,120,30,72,2024-04-21,0.77,2,209,7,
14952116,Colwood Cosy Cottage,92486329,Sarah,Colwood,Colwood,48.42285,-123.49145,Entire home/apt,120,2,80,2024-06-24,0.84,1,110,7,
14953094,Bear Mountain Getaway,94123085,Heather,Langford,Langford,48.4769,-123.52529,Private room,115,1,129,2024-06-21,1.36,1,238,8,
14966485,"Spectacular Ocean View Cottage, Port Renfrew",54136559,Denise,Juan de Fuca,Juan de Fuca,48.55404,-124.41595,Entire home/apt,375,1,232,2024-06-25,2.47,1,273,39,
15026125,Rosie's Studio,74541020,Trish,Salt Spring Island,Salt Spring Island,48.7501,-123.46017,Entire home/apt,349,2,228,2024-05-26,2.41,1,337,24,
15040911,Astoria Cozy-Beautiful Studio Condo in DT Victoria,40529437,Victoria Prime Services,Victoria,Downtown,48.42085,-123.36355,Entire home/apt,152,1,76,2023-12-04,0.88,44,308,10,46194
15060878,Centrally located one bedroom suite.,95222782,Robert,Central Saanich,Central Saanich,48.55683,-123.39537,Entire home/apt,,1,291,2023-09-24,3.07,1,0,1,
15086474,"Lake Suite-priv. bedroom, living room, kitchenette",95475864,Doug & Rick,Colwood,Colwood,48.41723,-123.5128,Entire home/apt,129,1,329,2024-06-24,4.42,1,287,50,
15110263,Victoria Garden Suite,21468224,Logan,Victoria,Fairfield,48.41342,-123.34711,Entire home/apt,137,30,65,2024-04-30,0.73,6,108,4,
15114262,Warm Heritage Apartment in the Heart of Downtown,12681786,Emily,Victoria,Downtown,48.42845,-123.36585,Entire home/apt,329,91,68,2024-03-25,0.73,1,314,1,
15127623,Cozy converted Barn near Orchard,59069557,Christy,Saanich,Saanich,48.53609,-123.4164,Entire home/apt,225,2,110,2024-06-09,1.20,1,114,9,
15158242,Peaceful Heritage Home at Elk Lake,96168636,Jacqueline Ruth  (Jacky),Saanich,Saanich,48.52798,-123.38605,Entire home/apt,100,3,220,2024-06-25,2.33,2,264,25,
15160430,Sooke Cedar House - Everett Suite,96184204,Gerry,Sooke,Sooke,48.3882,-123.64756,Entire home/apt,183,2,178,2024-06-23,2.05,2,305,27,
15161155,Sooke Cedar House - Aletheia Suite,96184204,Gerry,Sooke,Sooke,48.38741,-123.64897,Entire home/apt,215,2,187,2024-06-26,2.13,2,301,32,
15256969,Fish 'n surf cottage.,97039222,Ernie,Juan de Fuca,Juan de Fuca,48.55751,-124.40598,Entire home/apt,235,2,141,2024-06-23,1.50,1,305,18,
15296700,#19 - Boutique 1 bedroom apartment - sleeps  4.,3827344,Jose,Victoria,Oaklands,48.44341,-123.34,Entire home/apt,150,28,20,2024-01-25,0.22,7,240,2,
15406109,Oasis for families Affordable Luxury Privacy Yard!,7449764,Fernanda,Saanich,Saanich,48.48819,-123.32284,Entire home/apt,300,60,29,2023-09-04,0.41,2,186,6,
15423675,Colquitz Garden Suite,98515827,Zenon,Saanich,Saanich,48.45561,-123.41177,Entire home/apt,130,30,275,2024-06-02,2.93,1,231,17,
15431131,Renovated Suite in the Heart of Historic Fernwood,772201,Michael,Victoria,Oaklands,48.43742,-123.33976,Entire home/apt,100,30,58,2023-08-30,0.63,1,331,3,
15501430,"4-bedrooms, Estevan Village, Willows Beach Oak Bay",976326,Sarah,Oak Bay,Oak Bay,48.43934,-123.30797,Entire home/apt,300,10,6,2019-08-03,0.08,1,142,0,
15630192,Salish Seaview Suite (90+ nights or RTA),2375062,John,Victoria,Oaklands,48.43912,-123.3492,Entire home/apt,285,90,5,2023-10-18,0.06,6,362,1,
15702705,Bear Mountain Get-Away,35478428,Emily,Langford,Langford,48.46754,-123.52246,Entire home/apt,133,3,24,2024-06-15,1.31,1,211,21,
15759885,"Cozy suite, short walk to Sidney main St. & beach",17129074,Sandy,Sidney,Sidney,48.64524,-123.39774,Entire home/apt,95,5,63,2024-05-31,0.69,1,75,2,
15792611,"Mulberry Cottage, Hot-tub, Self-Contained, Quaint",14387287,Jo-Ann,Saanich,Saanich,48.51841,-123.38231,Entire home/apt,140,2,20,2023-01-01,0.22,1,117,0,
15854110,New 2bd/2BA Condo in the Heart of Downtown,7693415,Jordan,Victoria,Downtown,48.42715,-123.36465,Entire home/apt,264,90,104,2023-09-07,1.23,7,4,1,
15971553,Globetrekkers Airbnb,33670151,David & Christina,Sooke,Sooke,48.37711,-123.73367,Entire home/apt,127,2,144,2024-05-20,1.67,1,123,11,
16017201,Saanichton home,50384825,Ed,Central Saanich,Central Saanich,48.59853,-123.41736,Entire home/apt,,89,0,,,1,0,0,
16018717,Charming and Self Contained Garden House Oak Bay,11611074,Stephanie And Rene,Oak Bay,Oak Bay,48.41577,-123.31722,Entire home/apt,,2,345,2024-06-17,3.74,1,5,40,
16032929,The Covehouse - a secluded oceanfront cottage,104310878,Loki & Kara,Sooke,Sooke,48.38264,-123.63515,Entire home/apt,354,3,394,2024-06-28,4.44,1,195,46,
16069378,ROYAL BAY GUEST SUITE,14615879,Linda,Colwood,Colwood,48.411873,-123.497917,Entire home/apt,112,2,92,2024-05-30,1.02,1,86,8,
16164267,Beautiful room near uVic,75296525,Grainne,Oak Bay,Oak Bay,48.4546,-123.31906,Private room,60,30,58,2024-06-16,0.66,2,125,6,
16164992,Charming OakBay/Willows Beach Suite with parking,32746078,Trudy,Oak Bay,Oak Bay,48.43379,-123.30997,Entire home/apt,150,3,150,2024-06-17,1.69,1,46,6,
16284198,cliff Pagoda spring summer special,50495175,Richard,Southern Gulf Islands,Southern Gulf Islands,48.8918,-123.39117,Private room,,2,99,2024-06-02,1.12,1,305,16,
16302892,Bright and pleasant West Coast 6 bedroom house,36515,Mark,Saanich,Saanich,48.47449,-123.33066,Entire home/apt,,5,28,2022-07-25,0.31,1,0,0,
16334351,Friendly Funky Fairfield Character Home,106930393,Barbara,Victoria,Rockland,48.41671,-123.33931,Private room,,2,3,2019-08-25,0.04,1,0,0,
16426332,Ocean Escape: East Guest Suite  (private dock!),23665806,Kelly,Juan de Fuca,Juan de Fuca,48.37283,-123.69228,Entire home/apt,339,2,18,2024-06-18,0.21,1,121,14,
16499619,2 Bedroom Downtown Inner Harbour Heritage Suite,29653820,Jennifer,Victoria,Downtown,48.42817,-123.36978,Entire home/apt,150,90,351,2024-04-28,3.90,2,184,41,34743
16553994,Matheson Lake Guest House,93231791,Dave & Amanda,Metchosin,Metchosin,48.35746,-123.58999,Entire home/apt,243,2,149,2024-05-10,1.66,2,278,16,Exempt
16571066,Maple Lodge Cottage-Pet Friendly inquire,109176313,Sandy,Southern Gulf Islands,Southern Gulf Islands,48.92838,-123.45656,Entire home/apt,200,2,177,2024-04-25,2.02,1,64,15,
16588896,Wheelhouse Suite on Salt Spring Island,109395496,Anne & John,Salt Spring Island,Salt Spring Island,48.88369,-123.54498,Entire home/apt,150,2,239,2024-06-27,3.26,1,4,28,
16783551,Charming Fairfield Retreat,61043955,Alayne,Victoria,Fairfield,48.4078,-123.35028,Entire home/apt,140,30,113,2023-05-01,1.25,1,268,0,
16813313,Bright waterfront condo in the heart of Victoria,9693554,Aaron,Victoria,Downtown,48.42906,-123.36987,Entire home/apt,74,90,143,2023-12-04,1.59,1,121,1,
16825468,Sunrise Oceans Edge,111954941,Barbara,Southern Gulf Islands,Southern Gulf Islands,48.833,-123.2489,Private room,150,2,92,2024-06-23,1.06,2,149,8,
16831461,Waterfront Suite near China Town,112019210,Troy,Victoria,Downtown,48.42908,-123.3705,Entire home/apt,185,1,94,2024-05-01,7.10,3,49,83,44369
16841248,"Luxurious French Garden  Cottage, private gardens!",31428158,Kathleen,Saanich,Saanich,48.54651,-123.43917,Entire home/apt,279,3,21,2023-09-24,0.24,1,319,1,
16845931,Castle in the Sky,96200217,Seymour,Central Saanich,Central Saanich,48.56709,-123.46375,Entire home/apt,418,3,107,2024-06-22,1.21,1,255,15,
16847317,Historic City Hall,112187879,"Carolyn, Marlene And Kevin",Victoria,Downtown,48.42826,-123.36392,Entire home/apt,114,2,312,2024-05-01,3.47,1,197,34,36593
16857207,Sea of Serenity - Breath-taking Views & Suite,10970299,Tanya,Juan de Fuca,Juan de Fuca,48.37538,-123.8419,Entire home/apt,221,2,236,2024-06-17,2.77,3,43,27,
16944128,温馨家园,41072223,David,Saanich,Saanich,48.48629,-123.36967,Entire home/apt,184,2,103,2023-08-23,1.15,2,151,3,
16961244,Sweet Sea Castaway - steps from Fisherman's Wharf!,113416810,Karen,Victoria,James Bay,48.42196,-123.38047,Private room,85,3,227,2024-06-24,2.52,2,24,29,
17098472,Sweet Suite by the Park,114753102,Elise And Trevor,Langford,Langford,48.47177,-123.48988,Entire home/apt,,3,163,2024-06-22,1.81,1,0,27,
17109065,Garden Oasis in Victoria’s Golf & Tennis Resort,84794290,Gloria & Mark,Langford,Langford,48.46503,-123.51323,Entire home/apt,235,3,28,2024-05-26,0.33,1,286,5,
17123261,Villa Johanne Port Renfrew Cottage,29855006,Mike,Juan de Fuca,Juan de Fuca,48.55444,-124.415,Entire home/apt,195,2,232,2024-06-07,2.60,3,321,27,
17123490,Port O'Pierre Port Renfrew Cottage,29855006,Mike,Juan de Fuca,Juan de Fuca,48.55444,-124.415,Entire home/apt,195,2,140,2024-06-07,1.59,3,313,12,
17134652,Beautiful Luxury Home Bear Mtn Resort Victoria,115179138,Darren And Stephanie,Langford,Langford,48.4757,-123.52583,Entire home/apt,500,30,77,2023-09-14,0.90,1,356,3,
17154598,Quiet and Charming Top Floor Apartment,69206079,Morgan And Nick,Saanich,Saanich,48.4501,-123.40561,Entire home/apt,96,2,220,2024-06-16,2.49,1,29,38,
17156474,Waterfront Log Cottage on serene Long Harbour,959399,Diane,Salt Spring Island,Salt Spring Island,48.85528,-123.45537,Entire home/apt,,7,118,2023-09-01,1.32,1,0,6,
17189542,Luxury Studio apt. Uvic Area.10 min from downtown,45406794,Barbara,Saanich,Saanich,48.46066,-123.32407,Entire home/apt,219,1,205,2024-06-16,2.31,2,345,17,
17190515,Lois's Place,64561744,Darren,Victoria,Burnside,48.44198,-123.37344,Entire home/apt,72,30,35,2023-11-09,0.40,1,337,1,
17207952,"Castaway in James Bay, BC!",113416810,Karen,Victoria,James Bay,48.42073,-123.38213,Entire home/apt,,5,28,2023-08-20,0.33,2,7,2,
17223165,The Sea Nest - Your Ocean Retreat,115739934,Bob And Anna,Colwood,Colwood,48.41638,-123.47451,Entire home/apt,97,1,404,2024-06-25,4.51,1,230,67,
17234815,Cozy South End Room - Galiano Island,4400386,Matze And Dean,Southern Gulf Islands,Southern Gulf Islands,48.87013,-123.35328,Entire home/apt,86,2,347,2024-06-24,3.88,1,243,45,
17266566,Aloha Victoria - Ocean Views & Hot Tub,115827962,Liz & Mike,Colwood,Colwood,48.41675,-123.47761,Entire home/apt,166,2,499,2024-06-13,5.78,1,28,69,
17285957,Cambridge By the Sea,164393,Colleen,Victoria,Fairfield,48.40845,-123.35506,Entire home/apt,110,30,5,2024-01-01,0.06,1,123,1,
17300773,"1 Bdrm, 1 Ba Condo - Short Walk To Ocean/Downtown",116724513,Norm & Shena,Victoria,James Bay,48.41909,-123.376,Entire home/apt,105,29,5,2023-05-31,0.06,1,61,0,
17311954,Spectacular Oceanfront Cottage - 5 star views!,12571838,Leah,Juan de Fuca,Juan de Fuca,48.55579,-124.41746,Entire home/apt,340,1,287,2024-06-22,3.38,1,266,42,
17317643,The Wilder Woods Cottage,25751649,Billie,Salt Spring Island,Salt Spring Island,48.86605,-123.52153,Entire home/apt,261,2,152,2024-06-20,1.73,1,29,16,
17321266,"Home Away from Home, by the sea",2699620,Sonya,Esquimalt,Esquimalt,48.427,-123.41971,Entire home/apt,,5,7,2022-08-08,0.08,1,0,0,
17334708,Striking Views Await You Above The Treetops Suite,97036,Jen,Salt Spring Island,Salt Spring Island,48.83963,-123.49909,Entire home/apt,153,1,118,2024-06-07,1.44,1,88,33,
17349799,Quiet room w/comfy bed & great workspace,35310800,Laurel,Saanich,Saanich,48.47914,-123.33443,Private room,65,5,24,2022-08-10,0.27,1,112,0,
17364959,Gorge Vista Getaway ... A Million Dollar View!,117330517,Kelea & Gord,Saanich,Saanich,48.44797,-123.40401,Entire home/apt,175,2,134,2024-06-24,1.50,1,295,16,
17367159,"Deluxe Room, Ensuite Bathroom & Full Breakfast",22933162,Karey,North Saanich,North Saanich,48.63435,-123.46364,Private room,160,1,17,2023-08-20,0.20,3,224,2,
17448716,Spacious Family Apartment @ Horner Park,575053609,Louis,Saanich,Saanich,48.46227,-123.32647,Entire home/apt,333,1,152,2024-06-23,1.75,3,29,32,
17476846,Shady Rest on the West Coast/Hot Tub & Pool Table,118381349,Amy,Salt Spring Island,Salt Spring Island,48.833389,-123.503899,Entire home/apt,243,1,121,2024-04-14,1.40,1,159,17,
17548541,Seaside Escape,38299135,Grace,Victoria,Downtown,48.42765,-123.37038,Entire home/apt,53,90,293,2024-04-24,3.31,2,181,52,35272
17626450,Spacious one-bedroom suite.,113256009,David,Saanich,Saanich,48.47498,-123.41749,Entire home/apt,106,2,142,2024-06-13,1.63,2,248,23,
17642609,Port O'Pierre Port Renfrew Cottage with Bunkhouse,29855006,Mike,Juan de Fuca,Juan de Fuca,48.55444,-124.415,Entire home/apt,255,2,53,2023-10-16,0.62,3,313,8,
